Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
507	Unknown	923	2.641	3.505	4.417	518.07745	2214	36732	1.000	2213.75000	9.676	0.795	1.000	0.968		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2213.75000	518.07745:3382 519.07770:820 520.07550:368	93.03503:612 149.02524:1426 172.99265:2068 187.00922:684 188.98672:840 245.04773:1104 253.04880:5056 254.05478:986 255.06459:12408 256.06894:1674 333.00739:3692 335.02301:12452 336.02512:1630 337.04178:1040
508	low score: NCGC00169850-02_C24H30O12_2H-Pyran-4-acetic acid, 5-carboxy-3-ethylidene-2-(beta-D-glucopyranosyloxy)-3,4-dihydro-, alpha-[2-(4-hydroxyphenyl)ethyl] ester, (2S,3Z,4S)-	923	2.641	3.505	4.417	555.16809	2062	34661	1.000	2062.00000	9.332	0.842	1.000	0.968		[M+HCOO]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	555.17200	C24H30O12	Terpene glycosides	BSUNYCAAALCBNU-MONCMAELSA-N	O=C(O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CC)C1CC(=O)OCCC3=CC=C(O)C=C3	530	False	True	False	0.00	0.94	0.012	0.153	0.100	1.00	0.02	0.589	2062.00000	555.16809:2844 556.17181:1000 557.16968:394	79.95676:870 138.05505:626 172.99138:1072 182.04716:1076 187.00818:982 188.98633:1682 245.04758:1110 290.14059:1298 292.15485:4464 293.15775:864 370.09558:3122 371.09915:788 372.11099:16964 373.11319:2626 374.11298:1196
509	Unknown	935	2.448	3.554	4.065	82.99451	1243	27671	1.000	1242.62500	5.560	0.851	0.992	0.667		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1242.62500	82.99451:1552	null
510	Unknown	935	2.243	3.554	5.168	126.98486	12074	277268	1.000	12073.63000	18.454	0.863	1.000	0.667		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	12073.63000	126.98486:14576 127.98740:848 128.98225:434	82.99518:1978
511	low score: 2-(Hydroxymethyl)-6-methylpyridin-3-ol	935	2.141	3.554	4.469	138.05486	36389	984001	1.000	36389.25000	28.333	0.695	1.000	0.498		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	138.05611	C7H9NO2	null	PAGTXDLKXRBHFL-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.600	0.662	0.834	3.00	0.75	1.530	36389.25000	138.05486:45212 139.05789:3716 140.06169:428	76.96906:1890 92.05051:698 94.97844:802 108.04436:2312 120.04240:802 138.05489:1286
512	no MS2: O,O-Diethyl thiophosphate	935	2.487	3.554	4.469	169.01065	1786	44684	1.000	1786.12500	6.374	0.739	1.000	0.498		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	169.00940	C4H11O3PS	null	PKUWKAXTAVNIJR-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.329	1786.12500	169.01065:2182	null
513	low score: 5,6-dihydropenicillic acid	935	2.487	3.554	4.315	170.97731	6547	147786	1.000	6546.50000	15.692	0.748	1.000	0.819		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	170.98529	C8H12O4	Butenolides	XMLBVCBGTUQJHY-UHFFFAOYSA-N	O=C1OC(O)(C(OC)=C1)C(C)C	530	False	True	False	0.00	0.73	0.000	0.000	0.000	0.00	0.00	0.364	6546.50000	170.97701:7594 171.97885:592	65.03864:50902 66.04182:1902 67.01730:1106 75.02296:5012 79.95621:169038 80.95523:840 81.95230:716 82.99496:24924 83.99807:1242 84.99082:1236 85.01002:1114 93.03347:1530376 93.04566:15874 93.15324:1026 93.18259:876 93.19928:1138 93.21596:1394 93.22530:1200 93.24641:1164 93.27866:1024 93.29131:970 93.34550:1558 93.37225:1194 93.41748:1292 93.44200:1114 93.47056:1162 93.53029:1284 93.57880:866 93.60741:900 94.03689:73026 94.93453:1432 108.02057:650 109.02763:2694 126.98529:1784 127.07443:752 172.99240:49328 173.99573:2650
514	4-Pyridoxic acid	935	1.938	3.554	5.270	182.04675	288826	7425344	1.000	288825.50000	82.908	0.730	1.000	0.498		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	182.04590	C8H9NO4	null	HXACOUQIXZGNBF-UHFFFAOYSA-N		430	False	True	True	0.00	1.00	0.932	0.896	0.937	9.00	1.00	1.891	288825.50000	182.04675:363420 183.05013:31014 184.05194:4002	64.01827:262 65.00248:1246 66.03255:332 67.01711:258 68.99490:3768 69.03378:1154 72.99294:264 79.01797:4236 79.95667:654 80.02180:198 80.04890:404 80.96429:220 82.02911:202 83.04890:202 84.04462:746 92.04942:15384 93.03280:610 93.05324:1014 94.02905:3556 95.03596:676 96.04279:198 97.02747:300 99.00839:1382 100.01188:548 105.02080:552 106.02870:1752 107.03645:1160 107.04923:1722 108.04451:187648 108.05774:8294 108.18199:272 108.19563:288 108.22471:274 108.23877:246 108.25043:240 108.26060:226 108.27816:204 108.29012:212 108.32236:300 108.35046:214 108.38076:368 108.39670:240 108.46973:294 108.50109:206 108.52613:262 108.53947:286 108.56893:270 108.58946:258 108.97559:206 109.02929:854 109.04812:16462 110.02437:338 110.04889:718 110.06000:2852 111.04431:712 111.06319:268 112.98415:2666 120.04458:15948 121.04821:1614 122.02374:1868 123.03149:3814 124.03507:368 136.03909:3350 137.04453:278 137.09624:550 138.05487:172926 138.06967:4332 138.18788:202 138.21625:280 138.25378:288 138.29179:262 138.31940:314 138.34927:204 138.38716:298 138.40041:274 138.43028:318 138.44293:210 138.46959:266 138.53561:310 138.57924:238 138.61346:230 138.66286:264 138.69940:226 138.73372:206 139.05832:14498 140.06003:1154 152.03529:1070 153.04005:228 182.04730:4448 183.04999:466
515	Unknown	935	2.295	3.554	5.217	183.05013	24716	649904	1.000	24716.00000	24.227	0.712	1.000	0.498		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	24716.00000	183.05013:31014 184.05194:4002 185.04611:370	null
516	low score: (-)-.alpha.-Kainic acid	935	2.295	3.554	4.469	194.08189	4611	123119	1.000	4611.37500	10.948	0.777	1.000	0.716		[M-H-H2O]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	194.08231	C10H15NO4	null	VLSMHEGGTFMBBZ-OOZYFLPDSA-N		530	False	True	False	0.00	1.00	0.217	0.808	0.257	5.00	0.14	1.121	4611.37500	194.08189:5172 195.08633:1038	66.03425:2388 79.95599:1042 81.95235:600 95.95030:806 107.03687:2176 108.02029:604 108.04414:10860 109.02749:1682 109.04759:858 110.03172:4298 111.03196:1260 112.03564:632 114.98608:630 152.03558:1418
517	low score: 4-Fluorobenzene-1,3-dicarboxylic acid	935	3.243	3.554	5.168	218.99603	53512	1519575	1.000	53512.38000	29.859	0.859	1.000	0.498		[M+Cl]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	218.98660	C8H5FO4	null	OPWLKVOLSUNGEI-UHFFFAOYSA-N		530	False	True	False	0.00	0.64	0.503	0.537	0.858	1.00	0.50	1.210	53512.38000	218.99603:66718 219.99884:4604 220.99548:2228	63.96152:2382 78.98462:2750 79.95627:20600 80.96409:2908 81.95161:690 93.03363:1126 95.01341:1222 96.95943:1436 106.97966:992 123.00748:5266 124.01561:76744 125.01916:5100 137.02425:750 137.05928:702 139.03905:50318 140.04150:4294 218.99644:2426 222.07986:1892
518	Unknown	935	3.243	3.554	4.265	219.99884	4265	121822	1.000	4115.50000	7.796	0.926	0.999	0.498		[M+Cl]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4115.50000	219.99884:4604 220.99548:2228 222.00056:304	null
519	Unknown	935	3.243	3.554	4.216	220.99548	2373	70651	1.000	2373.00000	5.160	0.903	1.000	0.625		[M+Cl]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2373.00000	220.99548:2228 222.00056:304	null
520	Unknown	935	3.092	3.554	3.967	246.98926	1748	48893	1.000	1541.62500	5.362	0.895	1.000	1.000		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1541.62500	246.98926:1844 247.98985:316	null
521	no MS2: 8-Bromo-3,7-dimethyl-3,7-dihydro-1H-purine-2,6-dione	935	3.140	3.554	4.216	256.97473	2075	59449	1.000	2052.12500	7.058	0.615	0.993	0.252		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	256.96799	C7H7BrN4O2	null	BFCGRDZSZWDOMD-UHFFFAOYSA-N		530	False	True	False	0.00	0.80	0.000	0.000	0.000	-1.00	-1.00	0.232	2052.12500	256.97473:3066	null
522	no MS2: 2-(4,6-Dichloro-2-methyl-1H-indol-3-yl)ethylamine	935	2.448	3.554	4.017	277.00110	1527	42930	1.000	1526.62500	4.824	0.855	0.998	0.990		[M+Cl]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	277.00717	C11H12Cl2N2	null	JCTJISIFGZHOFY-UHFFFAOYSA-N		530	False	True	False	0.00	0.83	0.000	0.000	0.000	-1.00	-1.00	0.249	1526.62500	277.00110:1688 278.99783:346	null
523	no MS2: obscurolide A1	935	2.345	3.554	4.116	290.10437	1185	37243	1.000	1185.12500	4.013	0.836	0.999	0.754		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	290.10339	C15H17NO5	Aminobenzoic acids	IZSWILLJDXDGDJ-FARCUNLSSA-N	O=C(O)C1=CC=C(C=C1)NC2CC(=O)OC2C=CC(O)C	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.331	1185.12500	290.10437:1370	null
524	no MS2: 6-(Benzyloxy)-1H-indole-2-carboxylic acid	935	2.448	3.554	4.815	302.06860	1937	44952	1.000	1937.00000	6.929	0.884	1.000	0.836		[M+Cl]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	302.05893	C16H13NO3	null	LRPMQYYRQWFNIA-UHFFFAOYSA-N		530	False	True	False	0.00	0.63	0.000	0.000	0.000	-1.00	-1.00	0.147	1937.00000	302.06860:2172	null
525	Unknown	935	3.092	3.554	5.014	337.03839	3956	95777	1.000	3956.12500	10.385	0.788	0.997	0.733		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3956.12500	337.03622:4812 338.04138:856 339.04327:410	null
526	Unknown	935	2.641	3.554	4.417	356.04385	1979	35292	1.000	1978.75000	8.766	0.872	1.000	0.798		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1978.75000	356.04385:3036 357.04617:406	79.95631:3526 93.03323:18452 94.03543:710 108.04410:1272 126.98544:642 138.05518:1828 172.99261:22106 173.99570:1646 174.98853:758 182.04546:1350
527	no MS2: Eplerenone hydroxy acid	935	2.693	3.554	4.216	431.20667	2133	90271	1.000	2133.12500	5.767	0.997	1.000	0.661		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	431.20749	C24H32O7	null	XNSDIIWFWKXZBT-VWBFHTRKSA-N		530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.332	2133.12500	431.20667:2042 432.20544:508 433.20453:298	null
528	Unknown	935	2.693	3.554	4.469	516.05750	1169	20812	1.000	1169.37500	6.604	0.915	1.000	0.797		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1169.37500	516.05750:1580 517.05750:502	null
529	Unknown	947	2.448	3.603	4.315	82.02859	3222	73634	1.000	3221.50000	9.372	0.782	0.997	0.554		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3221.50000	82.02859:3724 83.03246:442	null
530	no MS2: "TRANS-CYCLOHEXANE-1,2-DIOL"	947	3.243	3.603	4.417	115.07577	1880	61714	1.000	1834.75000	5.952	0.710	0.997	0.700		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	115.07600	C6H12O2	Cyclohexanols	PFURGBBHAOXLIO-WDSKDSINSA-N	OC1CCCCC1O	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.333	1834.75000	115.07577:2520 116.07182:804	null
531	Unknown	947	2.448	3.603	4.417	139.05815	2937	75402	1.000	2937.12500	7.995	0.879	1.000	0.615		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2937.12500	139.05815:3570	76.96885:2128 79.95636:1502 92.04980:612 96.95887:4544 108.04487:1486
532	Unknown	947	2.590	3.603	4.766	158.92651	1853	43530	1.000	1852.87500	6.745	0.818	1.000	0.700		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1852.87500	158.92651:2020 160.92271:388	null
533	6-Methyl-1,2,3-oxathiazin-4(3H)-one 2,2-dioxide	947	2.243	3.603	5.471	161.98761	31502	774360	1.000	31502.25000	28.378	0.752	1.000	0.487		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	161.98669	C4H5NO4S	null	YGCFIWIQZPHFLU-UHFFFAOYSA-N		430	False	True	True	0.00	1.00	0.960	0.899	0.937	3.00	1.00	1.906	31502.25000	161.98761:41584 162.99110:2534 163.98535:1866	63.96137:954 64.01916:598 70.02889:770 77.96436:17394 79.95672:2786 81.95270:648 82.02876:38838 83.03273:1312 160.04260:606 161.98749:940
534	Unknown	947	2.590	3.603	4.766	162.99110	1681	39000	1.000	1681.00000	6.881	0.769	1.000	0.487		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1681.00000	162.99110:2534 163.98535:1866	null
535	Unknown	947	2.539	3.603	4.815	163.98535	1548	38188	1.000	1548.00000	6.021	0.772	1.000	0.487		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1548.00000	163.98535:1866	null
536	low score: (2E)-4-Hydroxynon-2-enoic acid	947	2.487	3.603	4.017	171.10379	2368	66807	1.000	2367.62500	5.996	0.869	1.000	0.864		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	171.10271	C9H16O3	null	RLNIWODKAMVILO-VOTSOKGWSA-N		530	False	True	False	0.00	0.99	0.013	0.256	0.000	0.00	0.00	0.632	2367.62500	171.10379:2728	65.03886:4724 66.03391:2702 79.95630:17156 82.99496:1024 93.03354:141482 94.02888:52074 172.99271:5856 173.98880:1226
537	low score: FT-PFSA; C3H5F3O3S	947	3.297	3.603	4.469	176.98755	9135	249333	1.000	9032.87500	13.126	0.796	1.000	0.487		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	176.98387	C3H5F3O3S	PFSA	XKPFLKWPESVZJF-UHFFFAOYSA-N	O=S(=O)(O)CCC(F)(F)F	530	False	True	False	0.00	0.93	0.174	0.257	0.562	3.00	0.43	0.942	9032.87500	176.98755:10822 177.99008:600 178.98296:610	65.03899:1762 69.03345:940 71.01299:692 79.95595:3880 80.96381:2098 81.95200:5372 93.03339:38036 94.03648:6036 95.02486:1334 95.03832:3246 97.02800:9020 98.98985:1556 99.00741:6408 106.97990:864 108.04384:710 138.05551:714 174.98952:1110 176.98831:680
538	Unknown	947	2.487	3.603	4.315	184.05081	3012	80402	1.000	3012.00000	7.631	0.833	1.000	0.615		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3012.00000	184.05081:2876 185.04993:410	null
539	Unknown	947	2.487	3.603	4.866	185.13115	2833	69817	1.000	2833.00000	8.291	0.837	1.000	0.818		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2833.00000	185.13115:3326 186.13403:334 187.13515:506	null
540	no MS2: 1-Benzimidazolepropionic acid	947	3.140	3.603	4.265	189.06917	1696	49195	1.000	1673.37500	6.099	0.779	1.000	0.551		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	189.06700	C10H10N2O2	null	XKGRXBQGCQJOHQ-UHFFFAOYSA-N		530	False	True	False	0.00	0.98	0.000	0.000	0.000	-1.00	-1.00	0.322	1673.37500	189.06917:2276 190.06577:406 191.07771:366	null
541	low score: 2-(2,6-Difluorophenyl)-1,3-thiazole-4-carboxylic acid	947	3.194	3.603	5.064	239.99635	9624	283231	1.000	9624.00000	14.007	0.744	1.000	0.551		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	239.99361	C10H5F2NO2S	null	OTYUISIBOBUOEO-UHFFFAOYSA-N		530	False	True	False	0.00	0.96	0.180	0.232	0.698	2.00	0.22	0.957	9624.00000	239.99635:10622 240.99797:1132	68.99487:3034 79.95589:1900 80.96384:706 104.05013:1238 112.98474:3312 116.07072:1232 131.03651:796 132.04411:1374 159.03328:1530 160.04131:37238 161.04485:3994 163.04169:594
542	Unknown	947	2.539	3.603	4.815	240.99797	1034	27173	1.000	1034.00000	4.674	0.750	1.000	0.615		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1034.00000	240.99797:1132 242.99532:880	null
543	no MS2: 2-Isobutyl-1,3-dioxo-2,3-dihydro-1H-Isoindole-5-carboxylic acid	947	2.539	3.603	4.815	246.07909	2254	53978	1.000	2253.87500	7.586	0.813	1.000	0.615		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	246.07719	C13H13NO4	null	AAOFNSJIPAZHQD-UHFFFAOYSA-N		530	False	True	False	0.00	0.98	0.000	0.000	0.000	-1.00	-1.00	0.324	2253.87500	246.07909:2872 247.08240:318	null
544	low score: N2-Acetyl-N-(2-(4-hydroxyphenyl)ethyl)-.alpha.-glutamine	947	3.140	3.603	4.116	307.13190	3135	84174	1.000	3061.12500	7.363	0.787	1.000	0.452		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	307.12991	C15H20N2O5	null	QKTVHZCBVNESSR-UHFFFAOYSA-N		530	False	True	False	0.00	0.98	0.394	0.473	0.847	1.00	0.33	1.262	3061.12500	307.13190:3924 308.13492:726	79.95619:5154 80.96392:948 96.95883:5070 106.98059:934 121.02808:2000 124.00665:7690 227.03471:706 306.09979:904 306.13605:772 307.13181:5536 308.12463:786 308.15314:2652
545	Daidzein 4'-sulfate	947	2.295	3.603	4.615	333.00729	22591	550018	1.000	22591.38000	22.946	0.795	1.000	0.818		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	333.00751	C15H10O7S	null	CQRHJEVIKOKQMO-UHFFFAOYSA-N		430	False	True	True	0.00	1.00	0.609	0.625	0.933	3.00	1.00	1.595	22591.38000	333.00729:27668 334.01086:4604	79.95634:3030 80.96347:772 91.01787:11226 93.03351:1350 96.95918:698 106.98033:1060 119.04898:1432 121.02861:5058 124.00694:704 132.02039:796 133.02893:3468 135.00781:15850 135.04375:968 136.01166:1304 148.01688:998 149.02483:39778 150.02835:2414 153.02113:646 169.06728:944 196.05298:1076 197.06090:1188 208.05423:1494 209.06082:2168 223.03928:1286 224.04697:4296 225.05360:1950 252.04214:946 253.04948:91612 254.05298:16812 255.06477:33416 256.06766:5002 332.11884:852 333.00732:4848 334.01117:830 334.16867:1502 335.02362:5112 337.04105:644
546	Unknown	947	2.448	3.603	4.915	334.01086	4266	101108	1.000	4266.25000	10.010	0.825	1.000	0.700		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4266.25000	334.01086:4604	null
547	Unknown	960	3.243	3.655	4.368	135.96950	3777	146743	116.005	28.49783	6.703	0.649	1.000	0.550		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	28.49783	135.96950:3086 137.96564:364	null
548	low score: 2-Hydroxyoctanoic acid	960	2.448	3.655	4.368	159.10382	3295	135861	1.000	3294.75000	6.054	0.614	0.998	0.452		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	159.10271	C8H16O3	null	JKRDADVRIYVCCY-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.171	0.175	0.856	1.00	0.50	1.039	3294.75000	159.10382:3820 160.10674:380 161.09839:7400	63.96083:1008 70.02868:752 77.96437:18002 79.95626:5428 82.02850:26012 113.09613:1600 161.98813:870
549	no MS2: Methyl perillate	960	2.345	3.655	4.815	161.09839	6747	209763	1.000	6747.12500	11.254	0.707	1.000	0.618		[M-H-H2O]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	161.09720	C11H16O2	null	JMMLJZJUVKEVCK-SECBINFHSA-N		530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.330	6747.12500	161.09839:7400 162.10121:712	null
550	low score: 3-(3-Chloro-5-isoxazolyl)propanoic acid	960	3.505	3.655	5.422	173.98834	78653	2294197	1.000	78653.25000	38.296	0.727	1.000	0.550		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	173.99631	C6H6ClNO3	null	ZGQBVKLPCMHTEI-UHFFFAOYSA-N		530	False	True	False	0.00	0.73	0.383	0.426	0.847	6.00	0.75	1.176	78653.25000	173.98857:98910 174.98918:20418 175.98553:4092	65.03841:20808 66.03378:6892 67.01687:486 69.03334:1054 72.99213:370 75.00656:1070 75.02297:1742 79.95615:130932 79.96673:2130 80.95537:1014 80.96368:1810 81.95189:5812 82.99524:670 84.98996:1082 85.00999:518 93.01467:418 93.03338:746582 93.10770:544 93.16401:1440 93.17909:652 93.19953:782 93.20898:932 93.24357:636 93.26888:702 93.28000:860 93.29110:668 93.30206:620 93.32969:642 93.33958:1918 93.34958:826 93.36534:726 93.39344:556 93.41247:750 93.43981:804 93.46130:838 93.47779:662 93.50149:626 93.52274:612 93.56701:686 93.65575:580 94.02875:207476 95.03243:12318 96.03409:994 97.02812:10464 99.07990:1192 109.02819:3114 113.02396:436 129.09058:386 172.99216:61914 173.98848:8064 174.98825:2874 175.98744:440 176.98717:1304
551	low score: Pencolide	960	2.397	3.655	4.469	194.04666	6516	188773	1.000	6516.12500	11.225	0.707	1.000	0.435		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	194.04590	C9H9NO4	null	NFDKQFGUQFNACT-UTCJRWHESA-N		530	False	True	False	0.00	1.00	0.478	0.618	0.559	4.00	0.18	1.263	6516.12500	194.04666:8068 195.05261:650	66.03425:2388 79.95599:1042 81.95235:600 95.95030:806 107.03687:2176 108.02029:604 108.04414:10860 109.02749:1682 109.04759:858 110.03172:4298 111.03196:1260 112.03564:632 114.98608:630 152.03558:1418
552	3-Indoxyl sulfate	960	3.297	3.655	5.217	212.00224	17230	456525	78.258	220.16660	20.758	0.679	1.000	0.435		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	212.00230	C8H7NO4S	Arylsulfates	BXFFHSIDQOFMLE-UHFFFAOYSA-N	OS(=O)(=O)OC1=CNC2=CC=CC=C12	430	False	True	True	0.00	1.00	0.790	0.913	0.811	5.00	0.63	1.726	220.16660	212.00224:23580 213.00554:2142 213.99994:1430	79.95626:19984 81.95185:600 95.93288:2484 104.04940:3058 131.03636:2766 132.04417:30008 133.04742:2162 212.00191:2200
553	Unknown	960	2.397	3.655	5.168	228.15921	1491	48493	1.000	1490.87500	4.580	0.747	1.000	0.496		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1490.87500	228.15921:1696 229.16513:362	null
554	low score: N-(2-Pyrazinyl)benzenesulfonamide	960	3.194	3.655	4.518	234.02544	42511	1303033	1.000	42444.75000	27.729	0.701	1.000	0.618		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	234.03430	C10H9N3O2S	null	KAPFAVLCJMCLFV-UHFFFAOYSA-N		530	False	True	False	0.00	0.68	0.019	0.456	0.000	0.00	0.00	0.575	42444.75000	234.02544:48926 235.02766:4956 236.02113:4804	79.95632:3576 80.96359:740 108.04449:626 123.00898:1076 138.03143:948 139.00867:726 140.01054:1028 152.07074:822 153.05585:1198 155.03537:952
555	Unknown	960	2.397	3.655	4.469	235.02766	4540	137758	1.000	4539.87500	9.178	0.688	1.000	0.618		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4539.87500	235.02766:4956 236.02113:4804 237.02419:712	null
556	Unknown	960	2.448	3.655	4.615	236.02113	3987	127868	1.000	3987.12500	8.523	0.683	1.000	0.550		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3987.12500	236.02113:4804 237.02419:712	79.95596:9006 80.96384:3056 81.95187:736 95.01218:608 96.95942:978 106.97940:844 109.02830:2634 123.00787:1666 124.00682:4558 128.07101:592 139.03389:760 139.99319:682 153.05647:710 155.03479:984 236.05942:3724
557	no MS2: Lys-Tyr	960	2.295	3.655	4.065	308.15228	1271	37413	1.000	1270.75000	4.059	0.664	1.000	0.311		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	308.16159	C15H23N3O4	null	MYTOTTSMVMWVJN-CHWSQXEVSA-N		530	False	True	False	0.00	0.65	0.000	0.000	0.000	-1.00	-1.00	0.157	1270.75000	308.15228:1240 309.15921:382 310.14957:316	null
558	no MS2: GALANTHAMINE HYDROBROMIDE	960	3.092	3.655	4.166	366.06686	1642	51614	1.000	1407.62500	4.797	0.938	1.000	0.994		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	366.07101	C17H22BrNO3	Galanthamine-type amaryllidaceae alkaloids	QORVDGQLPPAFRS-UHFFFAOYSA-N	Br.OC1C=CC23C4=C(OC2C1)C(OC)=CC=C4CN(C)CC3	530	False	True	False	0.00	0.92	0.000	0.000	0.000	-1.00	-1.00	0.292	1407.62500	366.06686:1938 367.05734:424	null
559	low score: Colchiceine	960	3.349	3.655	4.664	384.14944	6231	221148	1.000	5952.87500	8.940	0.783	1.000	0.547		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	384.14529	C21H23NO6	null	PRGILOMAMBLWNG-HNNXBMFYSA-N		530	False	True	False	0.00	0.92	0.211	0.285	0.866	1.00	0.20	1.029	5952.87500	384.14944:6572	79.95589:5970 80.96304:726 96.95895:95060 97.95925:658 98.95498:2634 106.97996:1410 124.00645:2130 152.01204:850 220.06487:7392 221.06664:666 286.10782:1232 287.11432:3176 291.14932:606 302.13806:2000 303.08749:794 355.15811:1384 382.09579:3018 383.04276:802 383.09839:638 383.15262:17822 384.11053:782 384.14951:11958 385.16812:47062 386.12912:1020 386.17087:10644 387.18250:7918 388.18335:808
