Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
267	Unknown	693	1.672	2.640	3.143	598.09418	1843	40709	1.000	1842.50000	6.767	0.893	1.000	0.997		[M+HCOO]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1842.50000	598.09418:1960 599.09204:1292	null
268	Unknown	693	1.672	2.640	3.548	785.09479	1727	38359	1.000	1727.25000	6.504	0.886	1.000	0.997		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1727.25000	785.09479:1970 786.09900:822 787.08881:608	187.00774:1934
269	Unknown	693	1.433	2.640	3.755	802.12543	20017	448792	1.000	20017.38000	21.906	0.877	1.000	0.997		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20017.38000	802.12543:21002 803.12720:7836 804.12439:5676	107.04951:3552 187.00768:317298 188.01074:22100 189.00424:10450 266.96194:10918 267.96591:1248 268.96021:934 375.02014:48500 376.02386:7610 377.01669:4142 378.02142:602 392.04639:97146 393.04877:14456 394.04279:7448 395.04797:1282 580.06696:3718 581.07025:1002 582.06714:748
270	Unknown	693	1.575	2.640	3.652	803.12720	7187	161704	1.000	7187.12500	13.041	0.875	1.000	0.997		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	7187.12500	803.12720:7836 804.12439:5676 805.12451:1814	null
271	Unknown	693	1.623	2.640	3.600	804.12439	5006	110787	1.000	5005.75000	11.066	0.846	1.000	0.997		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	5005.75000	804.12439:5676 805.12451:1814 806.12695:754	null
272	Unknown	693	1.672	2.640	3.548	805.12451	1661	36539	1.000	1661.12500	6.443	0.897	1.000	0.997		[M-H]-	3		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1661.12500	805.12451:1814 806.12695:754 807.11914:348	null
273	Unknown	693	1.672	2.640	3.548	1007.16034	2058	43741	1.000	2058.25000	7.392	0.925	1.000	0.997		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2058.25000	1007.16034:2178 1008.16113:1310 1009.15906:856	187.00780:47204 188.00995:3216 189.00406:2410 266.96143:6744 267.96527:668 375.02084:21290 376.02216:3250 377.01480:956 392.04645:21046 393.05005:3600 394.04315:2822 580.06604:12872 581.06915:3368 582.06171:2570 583.06348:606 597.09265:8114 598.09705:1972 599.09070:1352 768.07233:640 802.12250:3644 803.13025:1170 804.12152:1152
274	Unknown	707	1.094	2.691	3.296	80.96385	10381	428079	1.000	10380.63000	9.130	0.905	1.000	0.881		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	10380.63000	80.96385:10760 82.95917:582	null
275	Unknown	707	1.433	2.691	3.956	186.77853	1152	26730	1.000	1151.62500	5.540	0.911	0.991	0.826		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1151.62500	186.77672:778 186.78821:946 187.77948:1414	null
276	Unknown	707	1.527	2.691	3.755	186.81900	1267	31185	1.000	1267.25000	4.044	0.646	0.982	0.552		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1267.25000	186.81219:1438 186.82593:1206 188.81097:376	null
277	Unknown	707	1.433	2.691	3.856	186.88252	2173	56202	1.000	2172.62500	4.716	0.849	0.992	0.878		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2172.62500	186.87628:1824 186.88937:1794 187.88245:2278	null
278	low score: PFCA-unsaturated; C5HF5O2	707	1.229	2.691	3.345	186.98143	3772	126860	1.000	3772.37500	7.907	0.714	1.000	0.497		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	186.98239	C5HF5O2	PFSA	VPLLSESAUGXCDS-HNQUOIGGSA-N	O=C(O)C(F)=C(F)C(F)=C(F)F	530	False	True	False	0.00	1.00	0.240	0.451	0.598	4.00	0.50	1.126	3772.37500	186.98029:4134 187.97527:1204	63.02264:362 63.96072:234 65.03907:678 70.00549:624 77.03892:87518 77.05039:334 77.30856:236 77.32229:212 77.41444:204 78.04280:4922 79.05453:17128 79.91200:288 79.93013:318 79.94302:576 79.95638:759566 79.96764:54520 80.00966:204 80.02544:2102 80.04062:418 80.05840:1654 80.06920:1464 80.07888:1576 80.11369:1066 80.12144:1058 80.13307:998 80.14439:636 80.15513:1066 80.17239:680 80.18413:826 80.19360:642 80.20576:746 80.22266:744 80.24181:2034 80.25996:834 80.27087:1018 80.29100:498 80.30508:804 80.31176:1012 80.34427:454 80.35909:722 80.37389:732 80.38113:892 80.41351:440 80.42218:832 80.43224:564 80.47189:546 80.48640:434 80.51680:380 80.58096:346 80.64365:216 80.96394:108996 81.03396:290 81.08096:198 81.20447:264 81.28909:196 81.36082:224 81.38864:204 81.95213:40408 82.95978:4542 89.03879:346 92.02618:54478 93.03065:4312 95.01327:876 95.04957:14808 96.05298:1248 96.95850:266 103.01930:414 104.02573:900 105.03401:148160 105.21478:208 105.25576:194 105.27187:300 105.29672:238 105.32269:220 105.36245:204 105.47099:232 105.49865:216 105.50653:392 105.51835:366 105.62524:232 106.04173:241124 106.05440:1584 106.11734:196 106.14120:236 106.15376:246 106.16540:346 106.18410:332 106.20963:266 106.22830:408 106.24464:386 106.26726:246 106.27633:246 106.28838:500 106.31808:232 106.33198:252 106.34803:254 106.35833:346 106.36810:320 106.37885:248 106.40468:406 106.41850:262 106.43616:310 106.45395:268 106.47346:296 106.48421:240 106.50882:336 106.51878:476 106.54752:238 106.57294:390 106.58327:360 106.60533:272 106.63579:264 106.68551:242 106.72553:192 106.74757:214 106.81784:236 106.84457:318 106.85736:216 106.86948:240 106.88477:364 106.89478:348 106.91062:322 106.92184:308 106.93911:538 106.96018:624 106.97690:870 106.99554:1006 107.01079:1374 107.03255:2132 107.04964:1492048 107.12864:5814 107.14680:342 107.15737:310 107.19094:9172 107.20757:1696 107.22917:3836 107.23865:3410 107.25476:3622 107.28220:3184 107.29987:1592 107.31328:1880 107.32687:3250 107.34367:2014 107.35833:2660 107.37824:14040 107.38538:10576 107.40457:3026 107.41268:2542 107.45815:2724 107.49899:1422 107.51408:1908 107.52569:2682 107.53487:2270 107.58807:2030 107.61970:926 107.63035:834 107.65180:1408 107.69389:522 107.70734:1158 107.71876:1190 107.74511:436 107.76175:530 107.78286:650 107.83603:532 107.85156:570 107.87394:268 107.90522:320 107.96313:310 107.97591:340 107.99840:256 108.02100:2798 108.03497:316 108.05254:507086 108.06525:1278 108.13093:234 108.15415:290 108.16969:356 108.18707:308 108.20705:254 108.21978:304 108.23105:346 108.24464:312 108.28175:368 108.33199:274 108.35586:270 108.38093:248 108.41089:328 108.43439:264 108.49186:364 108.53153:342 108.54597:360 108.55926:340 108.58841:230 108.60247:240 108.62260:290 109.05482:15794 110.05732:556 121.02893:1012 123.00764:220 123.04456:50912 123.54205:190 124.04806:4224 125.05841:532 138.03119:2142 149.02556:668 186.86229:212 187.00737:377010 187.02426:3332 187.11121:372 187.13756:328 187.17821:668 187.19479:786 187.23396:402 187.25410:524 187.28249:438 187.30682:454 187.34358:464 187.35854:356 187.37750:448 187.40027:516 187.44685:510 187.46091:492 187.48073:374 187.49928:402 187.54128:526 187.56747:552 187.59116:494 187.60716:408 187.65073:560 187.67017:382 187.69368:500 187.71881:516 187.73273:466 187.79224:302 187.81116:408 187.87894:270 187.91537:256 187.92737:262 187.95076:252 188.01036:32936 188.18486:246 188.36250:208 188.62410:268 189.00388:14610 190.00774:1082
279	Unknown	707	1.094	2.691	3.345	187.24701	9010	334480	1.000	9010.25000	12.949	0.795	1.000	0.601		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	9010.25000	187.24644:9834 189.24329:344	null
280	Unknown	707	1.094	2.691	4.614	187.27888	6715	277500	1.000	6715.25000	7.587	0.915	1.000	0.815		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6715.25000	187.27888:6744	null
281	Unknown	707	1.011	2.691	4.665	187.31534	6787	297528	1.000	6786.62500	7.524	0.941	1.000	0.986		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6786.62500	187.31534:6958 188.30894:666 189.30721:368	null
282	Unknown	707	1.229	2.691	3.497	187.47614	6528	251010	1.000	6527.75000	8.095	0.844	1.000	0.881		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6527.75000	187.47614:7190 188.46675:552 188.48271:520 189.48582:344	null
283	low score: 3,4-Dihydro-3-oxo-2H-(1,4)-benzoxazin-2-ylacetic acid	707	1.722	2.691	3.548	188.02660	1280	30895	1.000	1280.00000	5.261	0.737	1.000	0.708		[M-H-H2O]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	188.03529	C10H9NO4	null	GBWCBWJRILQTBI-UHFFFAOYSA-N		530	False	True	False	0.00	0.69	0.056	0.000	0.893	1.00	0.50	0.752	1280.00000	188.02660:1096	63.02289:824 63.96050:632 65.03824:2046 70.00471:1006 77.03844:191664 78.04182:10298 79.05414:40534 79.95618:2104422 79.96755:73942 80.02520:1558 80.05807:2968 80.07329:2078 80.09513:1326 80.11074:2108 80.12337:1756 80.15555:1468 80.17401:1430 80.18179:1452 80.19440:1838 80.21089:1506 80.22076:1528 80.24281:1394 80.26060:1484 80.28497:1310 80.30087:1178 80.30970:1538 80.31882:1360 80.34071:1174 80.35045:1360 80.36327:1560 80.37277:1766 80.40284:1164 80.45699:1076 80.52788:622 80.96401:205220 81.95195:84912 82.95975:9344 92.02557:102316 93.03022:6794 95.01274:1554 95.04909:40272 96.05257:2086 104.02611:1868 105.03340:299580 106.04115:523594 106.33429:606 106.37090:718 106.39564:654 106.44579:660 106.89979:696 106.93130:948 106.94868:1260 106.96441:1146 106.99056:1954 107.00912:2336 107.02872:3664 107.04932:4422932 107.06119:904000 107.12844:6214 107.14798:1028 107.19043:13324 107.20866:3348 107.22916:7220 107.24035:6334 107.25461:6476 107.26515:4064 107.28225:7196 107.29706:4712 107.31436:4534 107.32662:6252 107.33505:6040 107.35796:5098 107.38451:21438 107.40285:5654 107.41203:5860 107.43703:2526 107.46097:7010 107.51312:4630 107.53330:6092 107.58723:4842 107.62910:2172 107.64330:3104 107.65099:3424 107.66322:2824 107.68661:1364 107.70908:2674 107.71883:2704 107.76717:1670 107.78040:2104 107.83843:1200 107.88445:708 107.89590:948 107.91425:1042 108.02070:6872 108.05242:706572 108.14944:754 108.16811:826 108.22662:856 108.35755:830 108.41513:708 109.03942:4538 109.05465:37204 110.05658:1054 121.02830:2550 123.04387:119798 124.04716:8086 125.04928:998 125.05886:1274 138.03096:4774 149.02457:1988 187.00775:687326 187.18774:662 187.22661:720 187.25714:906 187.29346:824 187.34610:870 187.38086:736 187.44147:856 187.47836:676 187.51714:750 187.61479:1016 187.64172:858 187.70134:684 187.77594:666 187.79466:648 187.84531:614 188.01079:39428 189.00397:30148 190.00664:1612
284	Unknown	707	1.128	2.691	4.264	190.00720	30724	1174417	1.000	30723.75000	16.885	0.839	1.000	0.881		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	30723.75000	190.00720:30564 191.00723:4360	null
285	Unknown	707	0.865	2.691	3.652	191.00723	3745	162143	1.000	3745.00000	4.941	0.933	1.000	0.810		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3745.00000	191.00723:4360	63.02286:744 65.00215:4614 65.03828:1840 66.03418:622 79.95602:98554 80.02546:1598 80.96400:7794 81.03332:13866 81.95181:9664 82.03633:1502 82.95918:776 83.01247:13858 91.01769:22998 92.02102:3318 105.03382:566 106.03971:572 107.03770:2630 107.04913:16654 108.02042:128030 108.04408:10160 109.02816:827102 109.04089:3194 109.20697:852 109.23725:894 109.27200:842 109.33623:738 109.36148:1092 109.38338:988 109.39598:802 109.50694:748 109.57301:778 110.03148:102138 111.00729:23640 111.03363:5782 112.01091:1624 152.03442:616 188.98663:14932 189.99054:3612 190.98347:1042
286	Unknown	707	1.722	2.691	3.548	599.08881	1128	25709	1.000	1127.50000	5.242	0.852	1.000	0.660		[M+HCOO]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1127.50000	599.08881:996 600.09247:352	107.04878:760 187.00797:10640 188.01123:834 189.00493:724 396.11121:896
287	Unknown	721	2.486	2.742	4.009	186.83990	1246	30724	1.000	1246.00000	3.967	0.822	1.000	0.991		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1246.00000	186.83716:1188 187.84805:496	null
288	Unknown	721	1.348	2.742	4.009	186.93161	1765	57312	1.000	1765.00000	4.845	0.712	0.991	0.591		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1765.00000	186.93124:2302 187.92601:490	null
289	Unknown	721	2.537	2.742	3.296	187.89311	2256	64494	1.000	2117.25000	4.422	0.754	0.983	0.786		[M-2H]2-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2117.25000	187.89311:2568 188.39333:546	null
290	Unknown	735	2.588	2.794	3.143	187.21730	2573	53492	1.000	2217.62500	7.068	0.979	1.000	0.612		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2217.62500	187.21730:3048	null
291	Unknown	735	2.640	2.794	2.996	187.38574	1289	18244	1.000	1069.50000	9.194	0.570	0.932	0.360		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1069.50000	187.38574:5154 188.39046:628	null
292	Unknown	735	2.486	2.794	3.244	187.39713	2955	78594	1.000	2590.75000	6.383	0.709	1.000	0.449		[M-2H]2-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2590.75000	187.39713:3376 187.89655:2086 188.39046:628	null
293	Unknown	735	2.640	2.794	3.548	187.48851	3381	83335	1.000	3144.87500	10.422	0.735	0.958	0.780		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3144.87500	187.48851:5030	null
294	Unknown	735	2.640	2.794	3.296	187.64383	5307	133993	1.000	4494.00000	6.880	0.748	0.988	0.384		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4494.00000	187.64407:4628 188.64937:518	null
295	low score: Acetaminophen sulfate	735	2.588	2.794	3.446	230.01221	6247	164411	1.000	5565.00000	7.788	0.986	0.999	0.510		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	230.01289	C8H9NO5S	null	IGTYILLPRJOVFY-UHFFFAOYSA-N		530	False	True	False	0.00	1.00	0.499	0.466	0.763	4.00	1.00	1.402	5565.00000	230.01221:6868 231.01480:538	75.00812:810 79.95609:14174 91.01807:702 95.01261:6832 107.03613:3478 108.02029:4996 108.04398:7642 109.02785:1734 123.00770:18256 138.03107:7046 148.04102:876 149.02455:774 149.06177:1890 150.05644:13542 151.04031:13138 151.06000:1308 152.04016:816 153.05586:8422 230.01097:964 233.01161:1544
296	low score: 2-(Anilinocarbothioyl)-N-phenylhydrazinecarboxamide	735	1.348	2.794	4.112	571.17273	7980	212476	1.000	7980.00000	12.514	0.860	1.000	0.618		[2M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	571.17041	C14H14N4OS	null	MUDYJQGNHGRZBW-UHFFFAOYSA-N		530	False	True	False	0.00	0.98	0.007	0.086	0.000	0.00	0.00	0.536	7980.00000	571.17273:10376 572.17535:2670	79.95609:3006 80.96358:1058 96.95836:2666 107.04916:14016 187.00772:101844 188.01117:7286 189.00333:4162 383.15170:19156 384.15353:3240 385.16660:4798 386.16769:1188 463.10681:674
297	Unknown	735	1.623	2.794	3.244	572.17535	2294	64490	1.000	2294.25000	6.272	0.857	1.000	0.548		[2M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2294.25000	572.17535:2670 573.18396:2974 574.18286:794	null
298	low score: 3-Methylcatechol	747	2.134	2.842	3.045	123.04433	6979	163036	1.000	6919.50000	9.852	0.901	0.998	0.433		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	123.04520	C7H8O2	null	PGSWEKYNAOWQDF-UHFFFAOYSA-N		530	False	True	False	0.00	1.00	0.946	0.934	0.903	2.00	0.50	1.823	6919.50000	123.04433:10166 124.04767:1064	122.03709:962 123.04377:2314
299	low score: 2,4-Dichloro-5-ethyl-3-methylphenol	747	2.182	2.842	3.045	203.00214	205227	4323380	1.000	202248.90000	69.203	0.799	1.000	0.504		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	203.00360	C9H10Cl2O	null	GMHTUWZTSIUNIM-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.130	0.177	0.885	1.00	0.50	1.027	202248.90000	203.00214:327330 204.00529:26408 204.99849:15078	65.00193:360 67.05412:680 69.03287:482 77.03737:554 79.05444:348 79.95590:75416 80.02543:1634 80.10471:214 80.96372:10118 81.03405:534 81.95176:3216 82.95971:492 83.01171:460 93.03283:620 94.04077:188 95.04941:2066 96.96018:528 105.03323:4578 106.03758:586 107.04810:1178 108.02002:14728 109.02316:1104 121.02760:810 121.06398:1094 122.03600:39464 122.05960:1058 123.04352:348150 123.05664:4114 123.12449:212 123.14862:224 123.17316:244 123.19395:512 123.21391:362 123.22601:342 123.24672:378 123.27072:276 123.29348:370 123.31205:248 123.33845:518 123.35361:366 123.37815:348 123.39677:542 123.41117:408 123.42487:366 123.43786:362 123.45446:402 123.47549:354 123.49492:356 123.50996:344 123.52493:368 123.54319:318 123.55523:396 123.57116:380 123.59531:274 123.61382:436 123.64053:364 123.65796:240 123.68889:320 123.74385:370 124.04671:27858 125.02282:13200 125.04894:1790 126.02531:692 203.00140:11414 204.00453:1226 204.99921:630
300	Unknown	747	2.182	2.842	3.045	204.00529	15893	339572	1.000	15715.00000	18.604	0.815	1.000	0.504		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	15715.00000	204.00529:26408 204.99849:15078 206.00085:1880	null
301	low score: Indoxyl sulfate	747	2.435	2.842	3.296	212.00172	3385	73597	1.000	3186.25000	9.613	0.960	1.000	0.802		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	212.00230	C8H7NO4S	Arylsulfates	BXFFHSIDQOFMLE-UHFFFAOYSA-N	O=S(=O)(O)OC1=CNC=2C=CC=CC12	530	False	True	False	0.00	1.00	0.477	0.679	0.738	1.00	0.09	1.338	3186.25000	212.00172:4660 213.00403:530	132.04443:2712 135.04399:2020 153.01978:642
302	low score: 1-Mercapto[1,2,4]triazolo[4,3-a]quinoxalin-4(5H)-one	747	2.537	2.842	3.345	217.01718	6010	156463	56.707	93.22496	9.561	0.872	1.000	0.797		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	217.01900	C9H6N4OS	null	WDUVQRMZWGBWJS-UHFFFAOYSA-N		530	False	True	False	0.00	0.98	0.050	0.000	0.863	1.00	0.50	0.888	93.22496	217.01718:8712 218.01859:868	79.95605:48340 80.96359:4416 81.95258:634 95.01266:3094 96.02094:854 122.03602:12048 123.00764:10794 123.03906:1258 124.01522:166410 125.01858:8876 135.04352:1772 136.04100:632 137.05960:5916 139.03871:100076 140.04211:6554 217.01814:986 218.99657:4468
303	low score: 2-[(4-Chlorophenyl)thio]benzoic acid	747	1.672	2.842	3.244	262.98618	1472	33376	86.229	17.07091	6.110	0.869	1.000	0.830		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	262.99390	C13H9ClO2S	null	NKMIZDAAUIGVMP-UHFFFAOYSA-N		530	False	True	False	0.00	0.74	0.240	0.426	0.597	1.00	0.14	0.927	17.07091	262.98618:2610	79.95592:4378 96.95885:1576 107.03740:844 124.01491:2856 181.05238:974 183.03114:2616 186.02470:808 262.11066:1378 264.12601:1248 265.14584:714
304	no MS2: Ethyl 5-bromo-1H-indole-2-carboxylate	747	1.773	2.842	3.856	265.97803	1025	22244	1.000	1025.25000	5.126	0.841	1.000	0.830		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	265.98221	C11H10BrNO2	null	LWRLKENDQISGEU-UHFFFAOYSA-N		530	False	True	False	0.00	0.92	0.000	0.000	0.000	-1.00	-1.00	0.292	1025.25000	265.97803:1608	null
305	low score: Ciprofibrate	747	2.134	2.842	4.564	287.02173	87311	2033380	1.000	87239.38000	49.027	0.866	1.000	0.999		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	287.02469	C13H14Cl2O3	null	KPSRODZRAIWAKH-UHFFFAOYSA-N		530	False	True	False	0.00	0.96	0.341	0.411	0.931	2.00	1.00	1.331	87239.38000	287.02173:128752 288.02478:16926 289.01920:6522	79.95592:10596 80.96333:4114 81.95094:608 85.02705:364 93.03265:352 108.02008:2416 109.02827:6474 121.02682:884 122.03596:39498 123.04003:3032 135.04408:4024 145.06598:458 146.03555:604 147.04535:1562 148.05270:2002 154.02652:790 161.06195:5382 162.06863:1932 163.07753:77280 164.08064:8394 165.08298:888 207.06622:86596 207.75333:338 208.06931:10750 209.07224:984 287.02155:36766 288.02512:5698 289.01761:1554
306	Unknown	747	2.233	2.842	3.446	288.02478	11613	264005	1.000	11594.00000	17.770	0.855	1.000	0.999		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	11594.00000	288.02478:16926 289.01920:6522 290.02362:826	null
307	Unknown	747	2.084	2.842	3.497	289.01920	4355	93143	1.000	4355.25000	11.004	0.904	1.000	0.999		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4355.25000	289.01920:6522 290.02362:826	null
308	low score: FT-PFSA; C3H5F3O3S	761	2.034	2.892	3.345	176.98729	8212	183632	1.000	8212.25000	16.579	0.678	1.000	0.800		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	176.98387	C3H5F3O3S	PFSA	XKPFLKWPESVZJF-UHFFFAOYSA-N	O=S(=O)(O)CCC(F)(F)F	530	False	True	False	0.00	0.94	0.353	0.924	0.293	1.00	0.14	1.231	8212.25000	176.98729:15836 177.99164:974 178.98305:750	79.95621:18828 81.95237:1008 96.95863:880 97.02811:912
309	Unknown	761	2.588	2.892	3.191	273.00580	1488	27067	1.000	1430.37500	7.192	0.723	0.996	0.990		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1430.37500	273.00580:2990 274.00919:422	null
310	low score: 1-Pyrenesulfonic acid	761	2.537	2.892	3.702	281.02191	9023	169876	1.000	9000.75000	18.735	0.709	1.000	0.800		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	281.02780	C16H10O3S	null	DLOBKMWCBFOUHP-UHFFFAOYSA-N		530	False	True	False	0.00	0.84	0.735	0.505	0.836	1.00	0.50	1.402	9000.75000	281.02191:15930 282.02475:2338 283.01926:790	79.95610:24104 81.95220:1126 159.03313:4452 174.05710:1782 186.04419:1416 201.06798:2792 265.99792:758 280.96158:1786 281.02280:3248 283.26199:700
311	Unknown	761	2.084	2.892	3.702	282.02475	1281	20311	1.000	1280.87500	7.659	0.801	1.000	0.990		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1280.87500	282.02475:2338 283.01926:790 284.02393:350	null
312	low score: Tapentadol O-sulfate	761	2.537	2.892	3.296	300.12582	1638	32541	1.000	1638.25000	7.193	0.663	1.000	0.800		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	300.12750	C14H23NO4S	null	HPEFZESOUVTBSA-SMDDNHRTSA-N		530	False	True	False	0.00	0.99	0.580	0.648	0.824	2.00	0.40	1.448	1638.25000	300.12582:2430 301.12793:302	79.95604:4604 80.96400:902 106.97908:782 206.05795:626 221.07941:1048 300.12595:3248 301.03696:718 302.14224:892
313	no MS2: 4-Chloro-6-(6-chloro-7-hydroxy-2,4,4-trimethylchroman-2-yl)benzene-1,3-diol	761	2.134	2.892	3.296	367.04929	1809	36778	1.000	1808.87500	7.540	0.965	1.000	0.991		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	367.05090	C18H18Cl2O4	null	VSHLILKLIDPGCI-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.327	1808.87500	367.04819:2840 368.05136:774	null
314	no MS2: Vatalanib	761	2.387	2.892	3.244	381.06439	1310	23036	1.000	1310.37500	7.083	0.887	0.992	0.990		[M+Cl]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	381.06793	C20H15ClN4	null	YCOYDOIWSSHVCK-UHFFFAOYSA-N		530	False	True	False	0.00	0.94	0.000	0.000	0.000	-1.00	-1.00	0.303	1310.37500	381.06439:2180 382.06714:602	null
315	low score: Glycine, 1,1'-(1,8-dioxo-1,8-octanediyl)bis[glycyl-	761	2.537	2.892	5.480	383.15250	124459	3275520	1.000	124458.60000	55.057	0.812	1.000	0.672		[M-H-H2O]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	383.15720	C16H26N4O8	null	LDCHADQWAFSFRX-UHFFFAOYSA-N		530	False	True	False	0.00	0.90	0.449	0.658	0.871	2.00	0.18	1.322	124458.60000	383.15250:191124 384.15533:37498	79.95634:7050 80.96366:568 96.95889:454692 96.97098:2590 97.09486:394 97.12743:386 97.17744:548 97.20939:366 97.28445:434 97.34576:478 97.36784:440 97.37847:424 97.42101:392 97.48405:398 97.95965:2698 98.95464:13344 107.04906:690 136.01443:416 137.02219:970 151.03990:830 187.00835:1434 353.14319:550 355.15750:5056 356.16031:1202 381.06366:1122 381.13654:626 382.06940:366 383.15253:162002 383.78864:420 383.90915:424 384.00943:384 384.09512:404 384.15616:35574 385.16766:65818 386.17068:10760 387.17017:1120
316	Unknown	761	2.537	2.892	3.393	384.15533	25700	621205	1.000	22406.50000	24.393	0.922	1.000	0.800		[M-H-H2O]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22406.50000	384.15533:37498	79.95615:2014 80.96408:828 96.95872:140060 97.95966:1802 98.95481:5416 187.00816:646 383.15244:72782 384.15518:17520 385.16632:13640 386.16962:3196
317	Unknown	761	2.486	2.892	3.600	396.11102	5286	125387	1.000	5166.87500	11.453	0.821	0.998	0.570		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	5166.87500	396.11102:7702 397.11755:2028	79.95609:6626 80.96415:2868 82.96001:620 96.95822:1942 107.04909:10044 108.05262:1178 110.05959:2000 137.02287:6276 174.07010:768 178.12563:676 187.00781:9294 188.01123:1824 189.00461:5072 194.11920:3934 314.13684:666 316.15475:2826 317.15454:614 318.17035:1674 394.09491:664 396.11133:22260 397.11453:4400 398.12494:3240 399.14499:1526 399.17944:922 400.14017:1334
