Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
19	Unknown	440	1.157	1.672	2.842	326.18695	3303	68395	1.000	3303.37500	11.401	0.743	0.998	0.567		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	3303.37500	326.18686:4800 327.18082:1244	null
20	low score: 3',4',5,7-Tetrahydroxy-6,8-dimethoxyflavone	440	0.840	1.672	2.742	345.06488	5363	115154	1.000	5363.37500	12.500	0.646	1.000	0.533		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	345.06161	C17H14O8	null	GLMWHQIFJIURES-UHFFFAOYSA-N		530	False	True	False	0.00	0.95	0.318	0.421	0.882	1.00	0.50	1.221	5363.37500	345.06488:7544 346.06714:1496 347.06128:378	79.95590:2302 96.95877:4398 137.02267:804 165.01988:1444 180.04353:1850 195.06790:740 207.06470:1108 235.06081:780 250.08412:1098 265.10669:3124 266.10992:748 343.11984:754 345.06396:2494
21	low score: Dye X-5380-114G	440	1.094	1.672	2.182	380.11581	9190	137854	1.000	9190.00000	19.444	0.891	1.000	0.709		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	380.11871	C19H19N5O2S	null	SUVHIHKNJMFWRN-QURGRASLSA-N		530	False	True	False	0.00	0.96	0.429	0.538	0.923	2.00	0.67	1.382	9190.00000	380.11374:13266 381.11813:2464 382.11707:1056	79.95634:4846 80.96232:608 93.03304:1532 96.95901:2702 109.02779:1332 121.02807:678 122.03618:652 146.03682:684 159.04666:820 161.06134:592 172.05475:604 178.12498:5962 185.06070:944 298.14349:13302 299.14694:3048 300.15836:1180 378.10004:6036 379.10187:2076 380.11642:11612 381.12018:2354 381.23041:2154
22	low score: Methyl 4-formyl-3-hydroxy-2-naphthoate	454	0.804	1.722	2.944	229.05293	5285	106388	1.000	5284.62500	13.093	0.906	1.000	0.751		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	229.05060	C13H10O4	null	ARFUXYZIGVDKTR-UHFFFAOYSA-N		530	False	True	False	0.00	0.97	0.198	0.227	0.848	1.00	0.50	1.065	5284.62500	229.05293:6616 230.05316:340 231.05037:428	79.95582:12018 80.96358:1828 92.02542:2150 93.03262:648 107.03622:662 108.01994:2664 120.02003:638 122.03594:3534 130.04118:624 147.04556:1242 147.08098:2112 148.05225:2634 149.06056:39922 149.09709:9210 150.05977:3186 150.09903:840 151.07658:2078 229.01717:2378 229.05315:1298
23	(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0?,?]dodecan]-5'-en-4'-one	454	0.926	1.722	2.691	279.12506	2171	44388	1.000	2171.00000	7.929	0.859	1.000	0.623		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	279.12378	C15H20O5	null	RSFFUWNYMOEBFP-RUIYBKDTSA-N	O=C1C(=CC2OC3CC(O)C(C)(C43OC4)C2(C)C1O)C	430	False	True	True	0.00	0.99	0.860	0.852	0.964	4.00	1.00	1.840	2171.00000	279.12506:3124 280.12463:356	79.95613:2042 95.95176:1188 96.95847:9006 197.04788:616 197.06468:604 279.12628:3302 279.16217:2480 280.12857:724 280.96143:1126 281.24893:1034
24	low score: 2-{[2-(3,4-Dihydroxyphenyl)-2-oxoethyl]sulfanyl}-6-methyl-4(3H)-pyrimidinone	454	0.893	1.722	2.691	291.03482	1737	36859	1.000	1736.62500	7.160	0.799	1.000	0.536		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	291.04449	C13H12N2O4S	null	GYSSMOSVLZXNJL-UHFFFAOYSA-N		530	False	True	False	0.00	0.63	0.372	0.390	0.822	2.00	1.00	1.135	1736.62500	291.03482:2412	79.95602:1482 96.95882:5638 181.03317:838 196.05658:2766 209.08331:650 291.03458:1984 292.03812:716 293.17743:3244
25	C10-LAS (TENTATIVE)	454	0.810	1.722	2.944	297.15094	4995	120047	1.000	4995.37500	10.503	0.812	1.000	0.668		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	297.15298	C16H26O3S	NA	NANHIUZYPFDGJS-UHFFFAOYNA-N	CCCCCCC(CCC)C1=CC=C(C=C1)S(O)(=O)=O	430	False	True	True	0.00	0.98	0.707	0.721	0.871	3.00	0.75	1.619	4995.37500	297.15094:5850 298.15305:1394 299.14545:386	79.95583:1818 96.95886:1722 119.05008:810 125.02429:1406 149.05988:1348 183.01318:9010 184.01733:656 219.10114:1110 221.08084:702 295.12140:750 295.15845:1104 297.15216:10142 298.15372:1798 299.06003:1286 299.15118:678
26	no MS2: 1-(4-Chlorophenyl)-2-methyl-3-nitro-1H-indol-6-ol	454	0.810	1.722	2.588	301.03799	2083	59928	1.000	2082.75000	6.821	0.731	1.000	0.431		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	301.03851	C15H11ClN2O3	null	CDGIPMGXUYMVCT-UHFFFAOYSA-N		530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.333	2082.75000	301.03799:2626 302.04135:424	null
27	no MS2: Panglimycin E	454	0.893	1.722	2.742	341.10489	1014	20211	1.000	1014.25000	4.986	0.790	1.000	0.536		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	341.10309	C19H18O6	null	KALVKBCVJGXOKE-UHFFFAOYSA-N		530	False	True	False	0.00	0.98	0.000	0.000	0.000	-1.00	-1.00	0.325	1014.25000	341.10489:1214 342.10120:766	null
28	no MS2: NCGC00384644-01!(E)-1-(2-hydroxy-3,4,5,6-tetramethoxyphenyl)-3-phenylprop-2-en-1-one	454	0.810	1.722	2.233	343.12079	2214	48418	1.000	2213.75000	6.729	0.672	1.000	0.422		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	343.11899	C19H20O6	2'-Hydroxychalcones	LETBAZLAGJPEIM-ZHACJKMWSA-N	O=C(C=CC=1C=CC=CC1)C2=C(O)C(OC)=C(OC)C(OC)=C2OC	530	False	True	False	0.00	0.98	0.000	0.000	0.000	-1.00	-1.00	0.325	2213.75000	343.12079:2598 344.11752:2872 345.11890:542	null
29	no MS2: rac-4-Sulfoxypropranolol	454	1.056	1.722	2.435	354.10025	9471	159827	1.000	9471.00000	20.135	0.767	1.000	0.933		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	354.10172	C16H21NO6S	null	ODCKICSDIPVTRM-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.328	9471.00000	354.10025:12166 355.10452:3036	null
30	Unknown	454	1.056	1.722	2.435	355.10452	1893	30776	1.000	1892.50000	9.127	0.786	1.000	0.933		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1892.50000	355.10452:3036	null
31	low score: C17H19NO9; PlaSMA ID-937	454	0.742	1.722	2.996	380.10632	12727	341237	1.000	12726.63000	16.087	0.761	1.000	0.589		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	2.980	380.09830	C17H19NO9	Formula predicted			530	False	True	False	0.00	0.72	0.150	0.506	0.497	1.00	0.13	0.789	12726.63000	380.10632:14262 381.10190:2800 382.11127:752	79.95634:4846 80.96232:608 93.03304:1532 96.95901:2702 109.02779:1332 121.02807:678 122.03618:652 146.03682:684 159.04666:820 161.06134:592 172.05475:604 178.12498:5962 185.06070:944 298.14349:13302 299.14694:3048 300.15836:1180 378.10004:6036 379.10187:2076 380.11642:11612 381.12018:2354 381.23041:2154
32	Unknown	454	1.056	1.722	2.435	381.10190	1673	27918	1.000	1673.00000	9.621	0.917	1.000	0.933		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1673.00000	381.10190:2800 382.11127:752	79.95605:17172 80.96395:10604 81.95174:848 82.95945:688 93.03349:892 96.95878:106868 97.95982:660 98.95457:3208 108.01927:2186 109.02793:8218 110.03149:2656 110.97543:1522 121.02879:1356 122.03490:1086 135.04393:1890 136.04674:652 143.04866:852 145.02846:812 146.03629:3716 147.04100:2040 148.05202:800 159.04567:4666 160.04922:2606 161.06213:1826 162.06444:684 171.04669:586 172.05276:3528 173.05696:3064 176.10989:722 178.12433:4094 185.06184:5652 186.06659:6848 187.07225:1992 213.05478:1444 214.05788:1480 257.13669:1378 271.11981:918 271.16824:1586 272.12576:658 272.17181:668 297.13223:612 298.14316:26402 299.14639:54432 300.12518:1960 300.14890:7268 301.12549:952 301.15128:674 378.09979:2596 379.10312:25790 380.10074:9680 381.10312:2430 381.13632:33798 382.09189:734 382.13998:7074 383.15143:20012 384.15381:3512 385.16211:1020
33	low score: 1H-Pyrazole-4-carboxylic acid, 3-(aminosulfonyl)-, ethyl ester	454	0.766	1.722	2.640	437.05145	104483	2302626	1.000	104483.30000	53.913	0.813	1.000	0.623		[2M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	437.05551	C6H9N3O4S	null	DRGFACPVELPILD-UHFFFAOYSA-N		530	False	True	False	0.00	0.92	0.032	0.170	0.140	4.00	0.17	0.637	104483.30000	437.05145:138302 438.05466:30240 439.05212:8580	69.03374:586 71.01337:818 79.95610:14312 80.96389:2620 81.95184:600 95.01246:626 96.95831:1736 97.02819:7390 98.03134:364 108.02033:1172 109.02843:1400 110.03139:342 119.04892:322 121.02932:430 123.00751:1960 124.01524:66696 125.01904:4174 126.02077:424 135.04483:1016 137.02283:4994 147.04497:9182 148.04909:942 149.06049:4188 150.06404:384 159.04637:784 161.06085:466 171.04564:676 173.06248:730 175.07715:2220 177.05673:752 187.04160:722 189.05569:6800 190.05986:1068 191.07161:1722 201.05756:1010 203.97328:1050 216.98012:494 219.06577:7022 220.06802:802 299.02032:1488 357.09644:15790 357.13504:386 358.10092:4204 359.10397:700 437.05228:93116 437.31439:336 438.05569:22812 439.05151:7492 439.26923:934 440.05182:1200
34	Unknown	454	0.709	1.722	2.794	438.05466	22789	513829	1.000	22789.25000	24.831	0.794	1.000	0.536		[2M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	22789.25000	438.05466:30240 439.05212:8580 440.05493:1774	null
35	Unknown	454	0.933	1.722	2.640	439.05212	6881	142608	1.000	6880.62500	14.179	0.855	1.000	0.623		[2M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6880.62500	439.05212:8580 440.05493:1774 441.05588:428	79.95615:15420 80.96395:1276 81.95201:670 96.95826:1318 97.02893:1854 123.00769:968 124.01550:8286 125.02258:1922 137.02295:630 138.03133:1440 139.03960:718 147.04559:1580 149.06218:748 151.04248:852 189.05539:1200 218.99571:788 219.06581:1808 314.07761:748 329.10284:13216 330.10556:2622 344.12317:2728 345.13153:1080 357.09784:2068 359.11499:1184 359.14954:3398 360.15430:650 437.05215:8634 437.08939:2052 438.05676:2518 438.09286:594 439.06891:7314 439.10553:16358 440.06897:1182 440.10699:3030 441.10568:764 441.15912:780
36	Unknown	454	0.986	1.722	2.182	440.05493	1335	28275	1.000	1335.37500	5.896	0.873	0.998	0.623		[2M-H]-	3		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1335.37500	440.05493:1774 441.05588:428	null
37	low score: 2,2'-O-Cyclouridine	454	0.893	1.722	2.794	451.10352	1284	29160	1.000	1284.12500	5.842	0.628	1.000	0.536		[2M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	451.11066	C9H10N2O5	null	UUGITDASWNOAGG-CCXZUQQUSA-N		530	False	True	False	0.00	0.78	0.392	0.677	0.729	1.00	0.33	1.220	1284.12500	451.10352:1964 452.10385:510	79.95602:6668 81.95203:628 96.95850:1474 97.02966:876 121.02734:828 123.00764:13700 124.01150:1198 137.02228:960 138.03079:1586 218.05885:646 356.08847:3206 356.12549:2468 357.09225:602 367.15921:1204 371.11285:3444 372.11633:906 449.05444:642 451.06772:25100 451.10507:2120 452.07248:5360 453.06653:1648 454.05780:674
38	low score: Rosiglitazone	467	0.742	1.773	2.691	356.11652	97831	2247664	1.000	97830.88000	50.610	0.796	1.000	0.548		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	356.10739	C18H19N3O3S	null	YASAKCUCGLMORW-UHFFFAOYSA-N		530	False	True	False	0.00	0.66	0.514	0.542	0.848	1.00	0.50	1.224	97830.88000	356.11652:127600 357.11945:23310 358.11469:6656	79.95614:32182 80.96397:4128 81.95188:1226 82.95927:370 96.95870:978 108.02009:486 121.02788:642 122.03630:19120 123.04013:1694 135.04396:15006 136.04713:1148 152.10860:1548 154.02771:494 183.01181:534 191.07172:5892 192.07507:804 274.14261:3468 275.14523:520 276.15891:65772 277.16193:11278 278.16544:1008 297.15210:894 354.10001:6076 354.20526:558 355.10306:1776 356.11630:76168 357.11981:14918 358.11728:3644 359.07806:646 359.11569:670
39	Unknown	467	0.742	1.773	3.095	357.11945	17718	417677	1.000	17717.75000	21.133	0.790	1.000	0.548		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	17717.75000	357.11945:23310 358.11469:6656 359.11768:1432	79.95601:66992 80.96358:8836 81.95181:2490 96.95885:10380 108.02011:638 121.02791:1006 122.03603:44508 123.04012:3858 124.04476:602 135.04387:28040 136.04744:2168 137.02315:638 152.10803:1278 153.11136:884 154.02887:694 159.04568:706 160.05025:1170 165.02029:702 180.04475:730 191.07213:13302 192.07523:1414 272.12485:820 273.13062:4126 274.13333:928 275.13605:902 276.15842:128486 277.16156:19474 278.16379:1980 355.08798:2088 355.10397:2512 355.15765:4938 356.11584:144106 357.11896:24604 358.11469:6154 359.08112:2032 359.11609:1470
40	Unknown	467	0.859	1.773	2.691	358.11469	5385	128719	1.000	5384.87500	11.609	0.763	1.000	0.548		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	5384.87500	358.11469:6656 359.11768:1432 360.11151:310	null
41	no MS2: (3R,6aR,7S,12aS)-5,6,6a,7,8-pentahydroxy-3-methyl-3,4,5,6,7,12a-hexahydro-2H-benzo[a]anthracene-1,12-dione	467	0.893	1.773	2.842	359.07977	2400	56139	1.000	2399.75000	7.650	0.773	1.000	0.548		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	359.07822	C19H20O7	Tetralins	NFQFDMJGZPLWGI-ADWAJRLUSA-N	O=C1C2=C(CC(C)C1)C(O)C(O)C3(O)C(O)C=4C(O)=CC=CC4C(=O)C23	530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.327	2399.75000	359.07977:2900 360.08093:646	null
