Peak ID	Name	Scan	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Estimated noise	S/N	Sharpness	Gaussian similarity	Ideal slope	Symmetry	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	m/z similarity	Simple dot product	Weighted dot product	Reverse dot product	Matched peaks count	Matched peaks percentage	Total score	S/N	MS1 isotopes	MSMS spectrum
10	low score: Laurylsulfuric acid	428	1.372	1.617	2.740	265.14651	17757	378367	152.117	116.72950	22.394	0.776	1.000	0.482		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	265.14789	C12H26O4S	null	MOTZDAYCYVMXPC-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.927	0.863	0.938	2.00	1.00	1.869	116.72950	265.14651:23126 266.14969:3774 267.14374:1336	79.95644:4838 95.95126:1664 96.95904:40864 98.95494:2608 265.14639:14118 266.15027:2486 267.14169:870
11	Unknown	428	1.017	1.617	2.126	266.14969	2525	49939	1.000	2525.12500	8.804	0.811	1.000	0.670		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2525.12500	266.14969:3774 267.14374:1336	null
12	low score: 1-(2,4-Dihydroxyphenyl)-2-(3,5-dimethoxyphenyl)propan-1-one	428	0.909	1.617	2.534	301.11215	1410	27311	1.000	1410.12500	6.457	0.842	1.000	0.562		[M+Cl]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	301.10809	C17H18O5	null	TURHNAJJDDIVGC-UHFFFAOYSA-N		530	False	True	False	0.00	0.92	0.555	0.599	0.835	1.00	0.33	1.372	1410.12500	301.11215:1830 302.11615:466	79.95648:1318 164.08432:882 220.14590:664 221.15369:1004 299.05789:766 301.11023:2578
13	low score: 2-[2-(4-Heptylphenyl)ethyl]-6-hydroxybenzoic acid	428	0.916	1.617	2.841	339.20020	8283	180854	1.000	8282.62500	15.059	0.743	1.000	0.482		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	339.19659	C22H28O3	null	WBHQYBZRTAEHRR-UHFFFAOYSA-N		530	False	True	False	0.00	0.94	0.629	0.751	0.913	2.00	0.50	1.546	8282.62500	339.20020:10792 340.20377:2236 341.19879:834	79.95676:2048 96.95924:5788 119.05039:690 183.01363:20116 184.01888:3450 185.01019:626 197.02858:844 337.20520:1860 339.19983:26534 340.20349:6158 341.10526:1652 341.19846:1232 343.12155:600
14	Unknown	428	0.870	1.617	2.585	340.20377	1826	39256	1.000	1825.62500	6.735	0.770	1.000	0.482		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1825.62500	340.20377:2236 341.19879:834 342.19952:318	null
15	low score: (E)-3-(4-Acetyloxy-2,3-dihydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl)prop-2-enoic acid	428	0.909	1.617	1.922	353.20050	1037	18465	1.000	1037.00000	5.637	0.693	1.000	0.337		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	353.19699	C19H30O6	null	OZESVNMBZAEFCX-BQYQJAHWSA-N		530	False	True	False	0.00	0.94	0.185	0.250	0.862	1.00	0.14	0.999	1037.00000	353.20050:1522 354.20544:342	79.95630:5590 80.96394:972 96.95905:5632 122.03632:3602 135.04402:2664 191.07300:1166 274.14279:2324 276.15939:11102 277.16098:854 351.21933:2038 353.20090:2790 354.10245:4230 355.10428:762 356.11633:13578 357.11862:1192
16	low score: Dye X-5380-114G	428	1.115	1.617	2.177	380.11728	6719	92652	1.000	6718.87500	19.339	0.885	1.000	0.705		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	380.11871	C19H19N5O2S	null	SUVHIHKNJMFWRN-QURGRASLSA-N		530	False	True	False	0.00	0.99	0.435	0.543	0.923	2.00	0.67	1.402	6718.87500	380.11728:12672 381.11887:2618 382.11331:806	79.95665:4392 93.03408:974 96.95935:2870 109.02817:1028 121.02895:1008 159.04619:784 172.05519:594 178.12546:5614 179.12842:902 185.06197:1406 298.14404:11724 299.14917:2480 378.10046:4338 379.10486:1226 380.11676:10348 381.11880:2198 381.23138:2272 382.12854:688 383.20911:904
17	Unknown	428	1.142	1.617	2.177	381.11887	1411	19315	1.000	1410.87500	8.850	0.903	1.000	0.705		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1410.87500	381.11887:2618 382.11331:806	79.95621:19634 80.96412:9988 81.95224:1166 93.03365:1728 96.95901:93846 97.95895:756 98.95522:2988 108.02077:2098 109.02859:7572 110.03204:2470 110.97533:1140 121.02836:788 122.03566:704 135.04411:1802 136.04686:936 146.03693:4198 147.03998:2434 159.04567:4884 160.05023:2404 161.06102:1912 162.06564:1406 171.04645:794 172.05397:3820 173.05759:2238 176.10818:650 177.11221:670 178.12485:3136 179.12831:664 185.06165:5936 186.06595:6920 187.07336:2162 213.05577:1626 214.05823:1176 256.13126:592 257.13663:606 271.16861:1712 298.14374:28404 299.14722:58376 300.12332:2568 300.14938:8712 301.12521:594 301.15598:1052 378.09958:3038 379.10419:25822 380.10269:8574 381.13669:32310 382.10950:856 382.14038:7186 383.15216:20242 383.18979:698 384.15491:2614 385.15631:954
18	no MS2: Chrysoeriol (Luteolin 3'-methyl ether)	441	0.909	1.667	2.637	299.05945	1094	22298	1.000	1093.87500	6.409	0.720	1.000	0.473		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	299.06000	C16H12O6	3'-O-methylated flavonoids	SCZVLDHREVKTSH-UHFFFAOYSA-N	O=C1C=C(OC=2C=C(O)C=C(O)C12)C=3C=CC(O)=C(OC)C3	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.333	1093.87500	299.05865:1348	null
19	low score: Triptophenolide	441	1.406	1.667	2.740	311.16730	13154	306413	110.096	119.47560	18.453	0.722	1.000	0.473		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	311.16525	C20H24O3	Oxosteroids	KPXIBWGPZSPABK-FXAWDEMLSA-N	O=C1OCC2=C1CCC3(C4=CC=C(C(O)=C4CCC23)C(C)C)C	530	False	True	False	0.00	0.98	0.632	0.684	0.938	2.00	1.00	1.627	119.47560	311.16730:17268 312.17099:3732 313.16803:964	79.95682:1946 96.95924:3464 98.95473:708 119.04996:1582 170.00589:844 183.01352:21736 184.01892:2128 185.01053:1126 309.17401:3062 311.16830:21244 312.17197:4352 313.07477:596 313.16595:1374
20	Unknown	441	0.909	1.667	2.688	312.17099	2932	65626	1.000	2931.75000	8.716	0.786	1.000	0.543		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2931.75000	312.17099:3732 313.16803:964 314.17050:440	null
21	Dodecylbenzenesulfonic acid	441	1.399	1.667	2.941	325.18323	14196	321008	1.000	14195.88000	19.412	0.880	0.999	0.723		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	325.18430	C18H30O3S	null	KWXICGTUELOLSQ-UHFFFAOYSA-N		430	False	True	True	0.00	0.99	0.852	0.878	0.942	5.00	0.63	1.780	14195.88000	325.18323:16928 326.18674:3564 327.18042:1088	79.01729:878 79.95663:1910 96.95906:5888 119.04922:2030 183.01366:27882 184.01692:3292 185.00996:1282 197.02884:2124 214.96631:678 225.05836:780 265.14606:2174 323.18869:2124 324.19431:672 325.18323:34530 326.18674:6430 327.18155:1914
22	Unknown	441	1.142	1.667	2.177	326.18872	2996	65259	1.000	2996.00000	10.280	0.794	0.990	0.705		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2996.00000	326.18674:3564 327.18042:1088	null
23	low score: Methyl 4-formyl-3-hydroxy-2-naphthoate	455	0.846	1.717	2.891	229.05341	5424	109675	1.000	5424.12500	13.430	0.855	1.000	0.766		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	229.05060	C13H10O4	null	ARFUXYZIGVDKTR-UHFFFAOYSA-N		530	False	True	False	0.00	0.96	0.195	0.223	0.848	1.00	0.50	1.056	5424.12500	229.05341:7408 230.05626:778 231.05029:512	79.95660:10304 80.96368:1314 92.02554:1538 93.03371:772 107.03604:600 108.02087:1440 122.03611:3780 147.04486:1370 147.08130:1686 148.05281:3000 149.06088:37336 149.09718:7022 150.06262:3456 151.04073:666 151.07735:2548 229.01624:2154 229.05237:1056
24	(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0?,?]dodecan]-5'-en-4'-one	455	0.943	1.717	2.688	279.12585	1934	39933	1.000	1933.62500	7.406	0.912	1.000	0.796		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	279.12378	C15H20O5	null	RSFFUWNYMOEBFP-RUIYBKDTSA-N	O=C1C(=CC2OC3CC(O)C(C)(C43OC4)C2(C)C1O)C	430	False	True	True	0.00	0.98	0.861	0.839	0.968	4.00	1.00	1.829	1933.62500	279.12585:2004	79.95633:2506 96.95931:10160 98.95464:734 197.06512:688 279.12564:2630 279.16220:1628 280.12747:868 280.96072:1726 281.24756:1022
25	low score: N-Benzyl-4-nitrobenzenesulfonamide	455	0.943	1.717	2.637	291.03571	1612	34574	1.000	1611.50000	6.766	0.653	1.000	0.545		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	291.04449	C13H12N2O4S	null	OKABXQCJRCTYLI-UHFFFAOYSA-N		530	False	True	False	0.00	0.68	0.314	0.432	0.856	1.00	0.50	1.082	1611.50000	291.03571:2414	79.95679:1890 96.95907:6434 196.05708:2680 209.08127:618 211.08145:658 291.03409:2124 293.17813:2506
26	C10-LAS (TENTATIVE)	455	0.943	1.717	2.993	297.15186	4754	118855	1.000	4753.87500	10.393	0.769	1.000	0.479		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	297.15298	C16H26O3S	NA	NANHIUZYPFDGJS-UHFFFAOYNA-N	CCCCCCC(CCC)C1=CC=C(C=C1)S(O)(=O)=O	430	False	True	True	0.00	0.99	0.706	0.728	0.850	3.00	0.75	1.622	4753.87500	297.15186:5778 298.15286:1460 299.15012:504	79.95665:1760 96.95892:2584 119.04987:1092 125.02270:882 149.06090:656 183.01344:10226 184.01869:1428 221.08228:742 295.15784:1060 297.15225:8704 298.15594:2154 299.05826:794 301.11255:628
27	Unknown	455	0.950	1.717	2.637	298.15286	1087	23446	1.000	1086.50000	5.387	0.773	1.000	0.639		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1086.50000	298.15286:1460 299.15012:504	null
28	no MS2: 1-(4-Chlorophenyl)-2-methyl-3-nitro-1H-indol-6-ol	455	0.793	1.717	2.637	301.03836	1930	57663	1.000	1930.12500	6.361	0.691	1.000	0.348		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	301.03851	C15H11ClN2O3	null	CDGIPMGXUYMVCT-UHFFFAOYSA-N		530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.333	1930.12500	301.03836:2112	null
29	no MS2: Panglimycin E	455	0.943	1.717	2.688	341.10504	1088	21877	1.000	1088.00000	5.137	0.851	1.000	0.796		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	341.10309	C19H18O6	null	KALVKBCVJGXOKE-UHFFFAOYSA-N		530	False	True	False	0.00	0.98	0.000	0.000	0.000	-1.00	-1.00	0.324	1088.00000	341.10504:1326 342.10831:404	null
30	no MS2: NCGC00384644-01!(E)-1-(2-hydroxy-3,4,5,6-tetramethoxyphenyl)-3-phenylprop-2-en-1-one	455	0.846	1.717	2.077	343.12137	1776	33542	1.000	1776.37500	5.812	0.773	1.000	0.538		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	343.11899	C19H20O6	2'-Hydroxychalcones	LETBAZLAGJPEIM-ZHACJKMWSA-N	O=C(C=CC=1C=CC=CC1)C2=C(O)C(OC)=C(OC)C(OC)=C2OC	530	False	True	False	0.00	0.97	0.000	0.000	0.000	-1.00	-1.00	0.319	1776.37500	343.12012:2136 344.11606:2554 345.11929:404	null
31	low score: 3',4',5,7-Tetrahydroxy-6,8-dimethoxyflavone	455	0.793	1.717	2.941	345.06497	5239	120936	1.000	5239.25000	11.534	0.833	1.000	0.796		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	345.06161	C17H14O8	null	GLMWHQIFJIURES-UHFFFAOYSA-N		530	False	True	False	0.00	0.95	0.353	0.469	0.882	1.00	0.50	1.261	5239.25000	345.06497:5790 346.06552:736 347.06400:442	79.95675:2120 96.95953:3750 165.02089:1442 180.04417:2208 207.06772:1030 235.05943:610 250.08411:1362 265.10669:2860 345.06406:2540
32	low score: 1H-Pyrazole-4-carboxylic acid, 3-(aminosulfonyl)-, ethyl ester	455	0.793	1.717	2.688	437.05231	101049	2265135	1.000	101049.00000	53.058	0.786	1.000	0.545		[2M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	437.05551	C6H9N3O4S	null	DRGFACPVELPILD-UHFFFAOYSA-N		530	False	True	False	0.00	0.95	0.032	0.175	0.139	4.00	0.17	0.654	101049.00000	437.05231:132644 438.05591:26184 439.05234:8796	71.01341:1414 79.95601:12740 80.96417:2606 81.95272:490 95.01225:358 96.95853:1876 97.02872:8008 98.03148:792 105.03257:378 108.02048:944 109.02881:1732 119.04887:406 122.03604:438 123.00787:2132 124.01564:69350 125.01931:4626 126.02000:480 135.04315:1222 137.02357:6426 138.02673:556 147.04500:9128 148.04779:944 149.06125:3698 150.06552:542 159.04601:812 163.04105:360 171.04764:546 173.06299:582 175.07834:2844 177.05717:542 187.04044:496 189.05705:5050 190.05936:628 191.07254:1686 201.05652:1028 203.97383:656 219.06589:7546 220.06842:1348 299.02338:1724 357.09729:17482 357.13208:480 358.10107:3880 359.10294:586 437.05234:101674 438.05539:23602 439.05167:8044 439.26877:900 440.05682:1182
33	Unknown	455	0.763	1.717	2.688	438.05591	20933	479429	1.000	20932.88000	23.612	0.780	1.000	0.545		[2M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	20932.88000	438.05591:26184 439.05234:8796 440.05554:1662	null
34	Unknown	455	0.943	1.717	2.688	439.05234	6735	146216	1.000	6734.62500	13.741	0.834	1.000	0.639		[2M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	6734.62500	439.05234:8796 440.05554:1662 441.05438:442	null
35	Unknown	455	0.943	1.717	2.688	440.05554	1280	30027	1.000	1279.87500	5.437	0.761	1.000	0.545		[2M-H]-	3		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1279.87500	440.05554:1662 441.05438:442	null
36	low score: 2,2'-O-Cyclouridine	455	0.909	1.717	2.740	451.10504	1234	26509	1.000	1233.50000	6.238	0.657	1.000	0.639		[2M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	451.11066	C9H10N2O5	null	UUGITDASWNOAGG-CCXZUQQUSA-N		530	False	True	False	0.00	0.85	0.385	0.676	0.729	1.00	0.33	1.256	1233.50000	451.10504:1586 452.10907:650	71.01284:1380 79.95641:17424 95.01284:676 96.95932:1824 97.02811:1832 121.02783:1764 123.00784:24230 124.01114:1498 134.03589:608 137.02275:1668 138.03114:8904 139.03592:1212 149.06219:658 218.05774:856 233.08336:604 356.09009:5040 356.12634:3412 357.09348:1050 357.13196:920 367.15903:1446 369.17581:2304 371.11334:4026 371.14923:1172 372.11493:784 409.16486:614 449.05322:740 451.06848:51642 451.10239:3198 452.07043:10456 452.10614:1002 453.06818:3452 454.05402:1714
37	no MS2: rac-4-Sulfoxypropranolol	468	1.051	1.769	2.432	354.10019	9182	154640	1.000	9182.37500	20.083	0.848	1.000	0.621		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	354.10172	C16H21NO6S	null	ODCKICSDIPVTRM-UHFFFAOYSA-N		530	False	True	False	0.00	0.99	0.000	0.000	0.000	-1.00	-1.00	0.328	9182.37500	354.10019:12132 355.10355:2458	null
38	Unknown	468	1.066	1.769	2.382	355.10355	1687	27569	1.000	1686.50000	8.781	0.846	1.000	0.771		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1686.50000	355.10355:2458	null
39	low score: Rosiglitazone	468	0.770	1.769	2.688	356.11661	96857	2219500	1.000	96857.38000	50.782	0.765	1.000	0.556		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	356.10739	C18H19N3O3S	null	YASAKCUCGLMORW-UHFFFAOYSA-N		530	False	True	False	0.00	0.65	0.507	0.534	0.848	1.00	0.50	1.213	96857.38000	356.11661:127846 357.11993:21750 358.11578:6672	79.95639:28032 80.96411:5218 81.95181:1416 96.95977:1240 121.02805:1090 122.03622:18146 123.04060:1716 135.04410:12622 136.04709:1044 152.10818:1660 154.02724:578 165.02266:444 191.07294:6844 192.07701:884 274.14398:3614 275.14557:748 276.15942:64828 277.16257:10700 278.16531:1520 297.15103:522 354.10147:6094 355.10458:1500 356.11716:69858 357.12149:13666 358.11633:2778 359.07996:692 359.11914:598
40	Unknown	468	0.763	1.769	3.042	357.11993	16754	394305	1.000	16753.50000	20.417	0.771	1.000	0.556		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16753.50000	357.11993:21750 358.11578:6672 359.11612:1252	79.95630:54838 80.96421:7718 81.95245:2744 96.95905:12746 98.95481:1166 108.02063:1026 121.02870:1114 122.03633:38816 123.04001:2766 135.04411:23916 136.04768:2416 152.10883:1000 159.04529:684 160.04906:950 165.02130:624 191.07228:8486 192.07594:1308 272.12595:878 273.13062:4922 274.13837:1038 275.13879:1268 276.15918:114234 277.16269:19518 278.16412:2030 355.08560:2594 355.10257:1940 355.15704:4834 356.11652:129532 357.11914:22574 358.11499:8112 359.07874:1442 359.11987:1928
41	Unknown	468	0.909	1.769	2.790	358.11578	5061	118522	1.000	5060.75000	13.265	0.885	1.000	0.779		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	5060.75000	358.11578:6672 359.11612:1252 360.12100:558	null
42	Unknown	468	0.763	1.769	2.740	451.06821	16387	446687	1.000	16386.88000	18.241	0.728	1.000	0.433		[M-H]-	0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	16386.88000	451.06821:21098 452.06982:5084 453.06796:1826	71.01284:1380 79.95641:17424 95.01284:676 96.95932:1824 97.02811:1832 121.02783:1764 123.00784:24230 124.01114:1498 134.03589:608 137.02275:1668 138.03114:8904 139.03592:1212 149.06219:658 218.05774:856 233.08336:604 356.09009:5040 356.12634:3412 357.09348:1050 357.13196:920 367.15903:1446 369.17581:2304 371.11334:4026 371.14923:1172 372.11493:784 409.16486:614 449.05322:740 451.06848:51642 451.10239:3198 452.07043:10456 452.10614:1002 453.06818:3452 454.05402:1714
43	Unknown	468	0.770	1.769	2.993	452.06982	4100	111433	1.000	4099.87500	8.960	0.752	1.000	0.538		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	4099.87500	452.06982:5084 453.06796:1826	null
44	Unknown	468	0.960	1.769	2.637	453.06796	1597	32962	1.000	1596.62500	6.279	0.798	1.000	0.646		[M-H]-	2		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	1596.62500	453.06796:1826 455.06638:342	79.95641:6906 96.95969:1204 123.00770:7578 124.01435:1326 137.02400:702 138.03067:3920 139.03833:1058 356.09113:742 369.17587:1248 371.11371:1280 373.12857:632 451.06836:8766 452.07117:2920 453.08386:9336 454.08887:2036 455.08875:770
45	low score: Wogonoside	468	0.793	1.769	2.993	459.09451	9776	227390	1.000	9776.37500	15.603	0.829	1.000	0.556		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	459.09329	C22H20O11	null	LNOHXHDWGCMVCO-NTKSAMNMSA-N		530	False	True	False	0.00	0.99	0.591	0.791	0.910	1.00	0.25	1.532	9776.37500	459.09451:12888 460.09753:3360 461.09378:678	79.95628:4040 111.00818:656 123.08053:8940 124.08415:782 139.00266:1394 139.07394:692 167.07210:1520 211.06177:2248 243.08623:1732 459.09485:23482 460.09882:4042 461.09412:1178
46	Unknown	468	0.909	1.769	2.790	460.09753	2378	52483	1.000	2378.25000	7.932	0.847	1.000	0.556		[M-H]-	1		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	null	null	null	2378.25000	460.09753:3360 461.09378:678	null
47	no MS2: 11,22-dimethyl (6E,17E)-3,14-dioxo-8,19-bis({[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})-4,9,15,20-tetraoxatricyclo[16.4.0.0?,??]docosa-6,10,17,21-tetraene-11,22-dicarboxylate	481	0.909	1.822	2.841	269.10245	1298	28111	1.000	1298.12500	6.294	0.879	1.000	0.575		[M-H]-	0	Annotation method: Negative_MSMS_ver15&NIST20_20211222_1	-1.000	269.10306	C13H18O6	O-glycosyl compounds	GKHCBYYBLTXYEV-UJPOAAIJSA-N	OCC1OC(OCC=2C=CC=CC2)C(O)C(O)C1O	530	False	True	False	0.00	1.00	0.000	0.000	0.000	-1.00	-1.00	0.332	1298.12500	269.10245:1806 270.10291:340	null
